id,text,createdAt,updatedAt,PostId,CommenterId,AuthorId,norm_text,labels,scores,topic_label
78,"Open the country to keep the Dow alive. 30,000 by Nov 3",2020-09-03 03:04:14.649000+00:00,2020-09-03 03:04:14.658000+00:00,104.0,2593.0,2593,"open country keep dow alive , nov ",positive,0.6449601054191589,h
79,"It makes sense, nature will still be around once we're gone, but we need to get by as well, and for that we need an economy.",2020-09-03 03:04:48.007000+00:00,2020-09-03 03:04:48.020000+00:00,105.0,2679.0,2679,makes sense nature still around re gone need get well need economy,negative,0.5974141359329224,h
82,You are violating the rights of others by not wearing a mask.,2020-09-03 03:05:17.372000+00:00,2020-09-03 03:05:17.386000+00:00,98.0,2604.0,2604,violating rights others wearing mask,positive,0.9201202988624573,h
84,"""Keep your friend's close, and your enemies closer."" Knowing what the other side of the globe is doing is important. The U.S. doesn't want any nasty surprises.",2020-09-03 03:07:03.746000+00:00,2020-09-03 03:07:03.757000+00:00,96.0,2719.0,2719, keep friend s close enemies closer knowing side globe important u.s. n t want nasty surprises,negative,0.8496154546737671,h
87,"The government didn't act quick enough....If there had been a quicker response we wouldn't be looking at a death toll of over 180000
",2020-09-03 03:07:34.079000+00:00,2020-09-03 03:07:34.093000+00:00,98.0,2622.0,2622,government n t act quick enough ... .if quicker response would n t looking death toll ,negative,0.9687200784683228,h
88,I agree,2020-09-03 03:07:35.163000+00:00,2020-09-03 03:07:35.170000+00:00,96.0,2604.0,2604,agree,positive,0.9960008263587952,g
89,"Oil is dead, solar/wind is inefficient. Nuclear is one of the few remaining options. ",2020-09-03 03:08:48.598000+00:00,2020-09-03 03:08:48.608000+00:00,93.0,2593.0,2593,oil dead solar wind inefficient nuclear one remaining options,negative,0.8314132690429688,a
90,A few buzz words from the past: Chernobyl. Fukushima. Forgetting history means we are doomed to repeat those mistakes. ,2020-09-03 03:10:55.077000+00:00,2020-09-03 03:10:55.087000+00:00,93.0,2719.0,2719,buzz words past chernobyl fukushima forgetting history means doomed repeat mistakes,negative,0.8902251124382019,h
91,Can you elaborate?,2020-09-03 03:11:34.663000+00:00,2020-09-03 03:11:34.677000+00:00,93.0,2604.0,2604,elaborate,positive,0.9900917410850525,g
92,I wouldn't touch them...,2020-09-03 03:12:36.117000+00:00,2020-09-03 03:12:36.128000+00:00,107.0,2622.0,2622,would n t touch ...,positive,0.9887439012527466,e
93,Can't say I'm surprised.,2020-09-03 03:13:11.997000+00:00,2020-09-03 03:13:12.008000+00:00,102.0,2604.0,2604,ca n t say m surprised,negative,0.8509873747825623,c
94,The people making over 50 million dollars in this country are creating jobs for others and overall are contributing much more to society than they are taking away. This tax would be ridiculous and unfair.,2020-09-03 03:13:40.954000+00:00,2020-09-03 03:13:40.966000+00:00,97.0,2638.0,2638,people making million dollars country creating jobs others overall contributing much society taking away tax would ridiculous unfair,negative,0.8221179246902466,d
95,"I disagree. There are more security measures in place, but we are far from secure. There are so many ways that terrorists can threaten and kill us. foreign and American terrorists.",2020-09-03 03:14:50.751000+00:00,2020-09-03 03:14:50.760000+00:00,94.0,2665.0,2665,disagree security measures place far secure many ways terrorists threaten kill us foreign american terrorists,negative,0.9381814002990723,b
97,What sort of world affairs are you referring to?,2020-09-03 03:15:40.942000+00:00,2020-09-03 03:15:40.959000+00:00,96.0,2604.0,2604,sort world affairs referring,positive,0.9916449785232544,b
98,opening the country would help out small businesses and not the big blue chip industries so i believe it would be going down. ,2020-09-03 03:15:45.046000+00:00,2020-09-03 03:15:45.057000+00:00,104.0,2657.0,2657,opening country would help small businesses big blue chip industries believe would going,negative,0.8817822337150574,h
99,Still makes me nervous,2020-09-03 03:16:15.382000+00:00,2020-09-03 03:16:15.398000+00:00,94.0,2604.0,2604,still makes nervous,positive,0.6749096512794495,h
100,But why is it a bad idea?  Sounds pretty good to me.,2020-09-03 03:16:50.885000+00:00,2020-09-03 03:16:50.899000+00:00,97.0,2604.0,2604,bad idea sounds pretty good,negative,0.9078113436698914,f
103,lol.  Absolutely!,2020-09-03 03:17:46.363000+00:00,2020-09-03 03:17:46.371000+00:00,107.0,2604.0,2604,lol absolutely,positive,0.9099275469779968,e
104,I don't necessarily agree.,2020-09-03 03:18:30.657000+00:00,2020-09-03 03:18:30.667000+00:00,109.0,2604.0,2604,n t necessarily agree,negative,0.5786539316177368,c
105,Interesting...  I don't know though,2020-09-03 03:19:23.353000+00:00,2020-09-03 03:19:23.363000+00:00,103.0,2604.0,2604,interesting ... n t know though,positive,0.9498080015182495,e
106,I think that the Dow Jones's performance will be greatly affected by the results of the election later this year. I do not think that it will drop if Joe Biden is elected because people will be hopeful and willing to invest.,2020-09-03 03:19:38.873000+00:00,2020-09-03 03:19:38.882000+00:00,104.0,2638.0,2638,think dow jones s performance greatly affected results election later year think drop joe biden elected people hopeful willing invest,positive,0.7624695301055908,h
107,"Also, I believe that even if Donald Trump were reelected, that would give people a sense of stability, which would also encourage them to invest in the economy.",2020-09-03 03:20:20.664000+00:00,2020-09-03 03:20:20.673000+00:00,104.0,2638.0,2638,also believe even donald trump reelected would give people sense stability would also encourage invest economy,positive,0.5523831248283386,h
108,I tend to agree with you,2020-09-03 03:20:50.104000+00:00,2020-09-03 03:20:50.119000+00:00,111.0,2604.0,2604,tend agree,positive,0.9748935699462891,g
110,"agree with you 100% nuclear power is damaging in the long run. 
#environment #cleanenergy",2020-09-03 03:21:14.548000+00:00,2020-09-03 03:21:14.632000+00:00,93.0,2665.0,2665,agree nuclear power damaging long run environment cleanenergy,positive,0.9159207940101624,a
111,"This is one example why it is so important for the U.S. to take an active role in world affairs:
https://abcnews.go.com/Politics/us-declines-join-global-covid-19-vaccine-effort/story?id=72770704",2020-09-03 03:21:14.935000+00:00,2020-09-03 03:21:14.957000+00:00,96.0,2638.0,2638,one example important u.s. take active role world affairs abcnews.go.com politics us declines join global covid vaccine effort story id ,positive,0.9191188216209412,h
112,We need to cooperate with other countries so that we can share in the important medical advances that they make. We can't afford to be left behind when we should be moving as fast as possible.,2020-09-03 03:21:26.254000+00:00,2020-09-03 03:21:26.270000+00:00,96.0,2638.0,2638,need cooperate countries share important medical advances make ca n t afford left behind moving fast possible,negative,0.5574219226837158,h
113,agreed.,2020-09-03 03:21:31.648000+00:00,2020-09-03 03:21:31.655000+00:00,106.0,2604.0,2604,agreed,positive,0.8926036953926086,g
114,IF Joe biden is elected... There is a very good chance he will not get elected. Even if he does He wouldn't take office until after the year is over so I don't think anyone will be clamoring to invest before that.,2020-09-03 03:21:58.903000+00:00,2020-09-03 03:21:58.913000+00:00,104.0,2657.0,2657,joe biden elected ... good chance get elected even would n t take office year n t think anyone clamoring invest,negative,0.6081376075744629,h
116,Jack has it right.,2020-09-03 03:22:03.545000+00:00,2020-09-03 03:22:03.554000+00:00,98.0,2604.0,2604,jack right,positive,0.9990021586418152,f
117,It makes absolutely no sense to try to withdraw from world affairs when the world is becoming more connected than ever.,2020-09-03 03:22:29.837000+00:00,2020-09-03 03:22:29.852000+00:00,96.0,2638.0,2638,makes absolutely sense try withdraw world affairs world becoming connected ever,positive,0.6670990586280823,b
118,yup.  agreed,2020-09-03 03:22:44.686000+00:00,2020-09-03 03:22:44.694000+00:00,110.0,2604.0,2604,yup agreed,positive,0.965583860874176,e
119,"If we cut ourselves off and isolate from the world, we will regret it when we need help in the future.",2020-09-03 03:23:01.078000+00:00,2020-09-03 03:23:01.089000+00:00,96.0,2638.0,2638,cut isolate world regret need help future,positive,0.763763964176178,f
120,AGREED! What difference does is make if our economy is good right now when we are killing the planet for our kids and grandkids.,2020-09-03 03:23:13.039000+00:00,2020-09-03 03:23:13.050000+00:00,109.0,2665.0,2665,agreed difference make economy good right killing planet kids grandkids,positive,0.9385550022125244,d
121,i don't know if i would equate a trump victory with stability. I think it will further divide the country and the dow will reflect that.,2020-09-03 03:23:47.606000+00:00,2020-09-03 03:23:47.615000+00:00,104.0,2657.0,2657,n t know would equate trump victory stability think divide country dow reflect,negative,0.651292085647583,h
122,"YES!!! Give people the option. 
#medicareforallwhowantit",2020-09-03 03:24:13.070000+00:00,2020-09-03 03:24:13.078000+00:00,106.0,2665.0,2665,yes give people option medicareforallwhowantit,negative,0.6690580248832703,f
123,true.  thanks to trump.  sigh.  need to vote him out of office!,2020-09-03 03:25:15.437000+00:00,2020-09-03 03:25:15.445000+00:00,104.0,2604.0,2604,true thanks trump sigh need vote office,positive,0.9739290475845337,h
124,Waiting for Trump to help us? That's gonna be a long wait. ,2020-09-03 03:25:25.884000+00:00,2020-09-03 03:25:25.895000+00:00,100.0,2665.0,2665,waiting trump help us s gon na long wait,negative,0.5714184045791626,h
125,Taxing people who make millions of dollars at high amounts just creates a disincentive to working harder and making more money. It stifles innovation and entrepreneurship.,2020-09-03 03:26:04.927000+00:00,2020-09-03 03:26:04.937000+00:00,101.0,2638.0,2638,taxing people make millions dollars high amounts creates disincentive working harder making money stifles innovation entrepreneurship,negative,0.5971758961677551,d
126,you don't agree that the environment is suffering? ,2020-09-03 03:26:56.826000+00:00,2020-09-03 03:26:56.837000+00:00,109.0,2657.0,2657,n t agree environment suffering,negative,0.569431483745575,e
127,"I disagree as I believe that Congress will pass more legislation enabling more rounds of stimulus checks sometime this year, and that will encourage people to invest.",2020-09-03 03:28:09.609000+00:00,2020-09-03 03:28:09.620000+00:00,104.0,2638.0,2638,disagree believe congress pass legislation enabling rounds stimulus checks sometime year encourage people invest,positive,0.8920658230781555,h
128,"While I don't think we should be turning a blind eye to world affairs, I would like to see us concentrate on us for once! Let's repair America!",2020-09-03 03:28:52.830000+00:00,2020-09-03 03:28:53.036000+00:00,96.0,2665.0,2665,n t think turning blind eye world affairs would like see us concentrate us let s repair america,negative,0.5271661281585693,b
129,I do not understand why a wealth tax is needed since the marginal income tax rate is already so high.,2020-09-03 03:30:24.186000+00:00,2020-09-03 03:30:24.203000+00:00,103.0,2638.0,2638,understand wealth tax needed since marginal income tax rate already high,negative,0.9733294248580933,d
131,"@Kathryn_3504  People who make 50 million dollars do not get to take home 50 million dollars at the end of the day. The real amount of much, much less.",2020-09-03 03:32:19.538000+00:00,2020-09-03 03:32:19.547000+00:00,97.0,2638.0,2638,kathryn people make million dollars get take home million dollars end day real amount much much less,negative,0.9214578866958618,h
132,"Yes, nature has been around forever and will continue to be around forever. But the state of nature will probably not be one that is hospitable to human life eventually if we keep neglecting and abusing it! #earthfirst",2020-09-03 03:32:38.086000+00:00,2020-09-03 03:32:38.208000+00:00,99.0,2665.0,2665,yes nature around forever continue around forever state nature probably one hospitable human life eventually keep neglecting abusing earthfirst,positive,0.6845359802246094,h
134,"Upon further examination, I believe the U.S., WHO, and the CDC have over reacted with safety measures. Our chances of catching COVID-19 is only 1 percent. Let's open up the country now!",2020-09-03 03:35:14.711000+00:00,2020-09-03 03:35:14.727000+00:00,98.0,2719.0,2719,upon examination believe u.s. cdc reacted safety measures chances catching covid percent let s open country,positive,0.692719042301178,h
136,The U.S. government has gone too far??? What? They haven't gone far enough! The number of Covid deaths and infections in our country is a travesty.,2020-09-03 03:47:53.994000+00:00,2020-09-03 03:47:54.006000+00:00,98.0,2665.0,2665,u.s. government gone far n t gone far enough number covid deaths infections country travesty,negative,0.9730216860771179,h
137,"yes, even though I think it is likely we could see another attack as bad...even an attack half as bad would be devastating and very likely.",2020-09-03 03:59:52.609000+00:00,2020-09-03 03:59:52.620000+00:00,94.0,2665.0,2665,yes even though think likely could see another attack bad ... even attack half bad would devastating likely,negative,0.9921949505805969,h
138,"I'm on your side. If we don't protect the environment, the environment won't protect us. We need to think long term here!",2020-09-03 04:03:31.409000+00:00,2020-09-03 04:03:31.422000+00:00,114.0,2665.0,2665, m side n t protect environment environment wo n t protect us need think long term,negative,0.6419042944908142,h
139,interesting read! thanks for posting.,2020-09-03 04:04:52.842000+00:00,2020-09-03 04:04:52.852000+00:00,113.0,2665.0,2665,interesting read thanks posting,positive,0.9815120100975037,f
140,"yes, how many things have sounded great and then later we find out how harmful they are. weed killer sounded great. Plastic sounded great. let's really investigate and think this through before we consume it.",2020-09-03 04:09:01.907000+00:00,2020-09-03 04:09:01.919000+00:00,110.0,2665.0,2665,yes many things sounded great later find harmful weed killer sounded great plastic sounded great let s really investigate think consume,positive,0.7527406811714172,h
141,Why are you saying it is bad idea? What backs that up?,2020-09-03 04:10:43.730000+00:00,2020-09-03 04:10:43.743000+00:00,97.0,2665.0,2665,saying bad idea backs,negative,0.998439610004425,f
142,Thank you Allison! If we don't protect mother Earth it doesn't matter how the economy does because we are going to spend countless billions or trillions trying to fix the damage global warming is doing.,2020-09-03 04:15:34.880000+00:00,2020-09-03 04:15:34.891000+00:00,114.0,2618.0,2618,thank allison n t protect mother earth n t matter economy going spend countless billions trillions trying fix damage global warming,negative,0.8387196660041809,h
143,Thanks Allison! By being so myopic we are opening ourselves up to other threats. We need to be vigilant!,2020-09-03 04:16:52.093000+00:00,2020-09-03 04:16:52.102000+00:00,113.0,2618.0,2618,thanks allison myopic opening threats need vigilant,negative,0.5215407609939575,f
144,"It just makes sense to me that the more you make, the more you have to pay in taxes. Isn't that how it works for us ""little folk?"" I'm not trying to take advantage of the rich, but I think they can give a little more. ",2020-09-03 04:18:07.567000+00:00,2020-09-03 04:18:07.575000+00:00,115.0,2665.0,2665,makes sense make pay taxes n t works us little folk m trying take advantage rich think give little,negative,0.6999685168266296,d
145,"And how many rich are paying little or no taxes due to being able to take advantage of loopholes and such. I'm looking at you, Trump!",2020-09-03 04:18:51.211000+00:00,2020-09-03 04:18:51.221000+00:00,115.0,2665.0,2665,many rich paying little taxes due able take advantage loopholes m looking trump,negative,0.7143867015838623,h
146,I wish it was possible to view a different reality where we had different leadership...To see what the response and outcome of the pandemic would have been.,2020-09-03 04:20:59.187000+00:00,2020-09-03 04:20:59.201000+00:00,102.0,2665.0,2665,wish possible view different reality different leadership ... see response outcome pandemic would,negative,0.6581338047981262,h
147,agreed. so many are lulled into a false sense of security.,2020-09-03 04:28:45.266000+00:00,2020-09-03 04:28:45.281000+00:00,113.0,2665.0,2665,agreed many lulled false sense security,negative,0.9891595244407654,h
148,"The ""tax cuts"" unfortunately were skewed towards corporations and the wealthy. Even Warren Buffet said he was surprised how little taxes he pays.",2020-09-03 04:30:54.888000+00:00,2020-09-03 04:30:54.900000+00:00,115.0,2618.0,2618, tax cuts unfortunately skewed towards corporations wealthy even warren buffet said surprised little taxes pays,negative,0.9964013695716858,d
149,"thanks. I know there are many problems in the world and we need to help, but I just want to concentrate on America for a while.",2020-09-03 04:32:44.109000+00:00,2020-09-03 04:32:44.127000+00:00,111.0,2665.0,2665,thanks know many problems world need help want concentrate america,positive,0.6494958996772766,h
150,These CEO's that are making outrageous salaries and getting insane bonuses at the expensive of the little people... I think it makes sense for them to give a little more back (in taxes).,2020-09-03 05:10:37.286000+00:00,2020-09-03 05:10:37.303000+00:00,97.0,2665.0,2665,ceo s making outrageous salaries getting insane bonuses expensive little people ... think makes sense give little back taxes,negative,0.6508592963218689,d
154,"Yeah, what Alison_5893 said.",2020-09-03 05:49:49.656000+00:00,2020-09-03 05:49:49.684000+00:00,111.0,2540.0,2540,yeah alison said,positive,0.9642783403396606,e
156,Yeah.  Wish it wasn't true but that's the way it is.,2020-09-03 05:56:40+00:00,2020-09-03 05:56:40.022000+00:00,104.0,2541.0,2541,yeah wish n t true s way,positive,0.5616362690925598,f
157,Where's the money gonna come from?,2020-09-03 05:58:45.628000+00:00,2020-09-03 05:58:45.650000+00:00,96.0,2541.0,2541, s money gon na come,negative,0.9520672559738159,e
158,Could not agree more. I don't know why people are so against this.  Access to health care is a basic human need/right.,2020-09-03 06:10:42.280000+00:00,2020-09-03 06:10:42.293000+00:00,106.0,2542.0,2542,could agree n t know people access health care basic human need right,negative,0.8046095371246338,e
159,I agree we need to save the earth now! Economic growth will catch up later,2020-09-03 07:43:02.444000+00:00,2020-09-03 07:43:02.456000+00:00,114.0,2657.0,2657,agree need save earth economic growth catch later,positive,0.5129623413085938,f
160,Why can't we build an economy that doesn't destroy the planet? If the planet goes we all go... We need to live to even have an economy to worry about!,2020-09-03 07:45:40.646000+00:00,2020-09-03 07:45:40.664000+00:00,105.0,2657.0,2657,ca n t build economy n t destroy planet planet goes go ... need live even economy worry,negative,0.8155361413955688,d
161,I think it's going to be 20% lower at least by the end of the year. I don't think the country is going to keep giving it up to the big blue chip companies if things keep being handled the same way.,2020-09-03 07:47:50.357000+00:00,2020-09-03 07:47:50.368000+00:00,108.0,2657.0,2657,think s going lower least end year n t think country going keep giving big blue chip companies things keep handled way,negative,0.6602787375450134,h
162,i agree that we need to focus on us most!,2020-09-03 10:21:13.752000+00:00,2020-09-03 10:21:13.766000+00:00,111.0,2580.0,2580,agree need focus us,positive,0.849075198173523,f
164,"i think that going to classes should be fine,you can still take the virus seriously and still live life",2020-09-03 10:24:59.781000+00:00,2020-09-03 10:24:59.819000+00:00,112.0,2580.0,2580,think going classes fine still take virus seriously still live life,positive,0.9197521209716797,h
166,"@kathryn_3504, would you be so concerned about the economy if you had a loved one pass away suddenly? Lives come first.",2020-09-03 10:27:06.589000+00:00,2020-09-03 10:27:06.604000+00:00,98.0,2750.0,2750,kathryn would concerned economy loved one pass away suddenly lives come first,positive,0.9405226707458496,h
167,I completely agree with you. No amount of economic growth is worth risking the health of our planet!,2020-09-03 10:31:33.177000+00:00,2020-09-03 10:31:33.190000+00:00,109.0,2702.0,2702,completely agree amount economic growth worth risking health planet,positive,0.955879271030426,d
169,"Eight million people are killed by tobacco each year, but no one is lo that concerned about that.",2020-09-03 10:33:13.756000+00:00,2020-09-03 10:33:15.557000+00:00,98.0,2600.0,2600,eight million people killed tobacco year one lo concerned,negative,0.5897423624992371,h
175,"I don't like wearing a mask either, but it is vital that we do out of respect for others. ",2020-09-03 10:34:39.514000+00:00,2020-09-03 10:34:39.521000+00:00,120.0,2750.0,2750,n t like wearing mask either vital respect others,positive,0.9250817894935608,h
176,"I agree that the government has not done enough, on the federal level and state level. ",2020-09-03 10:35:17.216000+00:00,2020-09-03 10:35:17.223000+00:00,120.0,2750.0,2750,agree government done enough federal level state level,negative,0.9149184823036194,h
177,I'm with you on this one. We have no idea how GMO affects us long term as there is not enough data. I want nothing to do with it!,2020-09-03 10:35:17.364000+00:00,2020-09-03 10:35:17.373000+00:00,122.0,2702.0,2702, m one idea gmo affects us long term enough data want nothing,negative,0.9748403429985046,c
178,Makes me nervous as well. This is something that the government should not cut funding for and should put extra effort into new technology to help keep this country safe. ,2020-09-03 10:38:40.298000+00:00,2020-09-03 10:38:40.311000+00:00,94.0,2750.0,2750,makes nervous well something government cut funding put extra effort new technology help keep country safe,positive,0.7747609615325928,h
179,"I have to agree with you.  With everything going on, I wouldn't be surprised if it did worse than that.",2020-09-03 10:39:33.103000+00:00,2020-09-03 10:39:33.113000+00:00,104.0,2700.0,2700,agree everything going would n t surprised worse,positive,0.570673942565918,e
182,People who smoke do it to themselves though so that is not a fair comparison.,2020-09-03 10:39:51.442000+00:00,2020-09-03 10:39:51.480000+00:00,98.0,2750.0,2750,people smoke though fair comparison,negative,0.9755926728248596,f
188,I can't prove it!,2020-09-03 10:44:10.432000+00:00,2020-09-03 10:44:10.444000+00:00,107.0,2702.0,2702,ca n t prove,positive,0.6773247718811035,c
189,I should not have to wear a mask.  Why is it my responsibility to worry about others? They don't care about me.,2020-09-03 10:45:25.296000+00:00,2020-09-03 10:45:25.316000+00:00,98.0,2700.0,2700,wear mask responsibility worry others n t care,negative,0.8448960185050964,h
190,"I think for right now we should stay neutral. Maybe if a new leader takes office in November we could be more effective overseas, but at this point it's best to lay low.",2020-09-03 10:45:29.109000+00:00,2020-09-03 10:45:29.133000+00:00,96.0,2750.0,2750,think right stay neutral maybe new leader takes office november could effective overseas point s best lay low,negative,0.5340942144393921,h
192,People are out of control. The government needs to do more to enforce the laws so that we can all stay safe!,2020-09-03 10:46:01.262000+00:00,2020-09-03 10:46:02.958000+00:00,98.0,2702.0,2702,people control government needs enforce laws stay safe,negative,0.9136791229248047,h
193,I should not have to wear a mask.  Why is it my responsibility to worry about others? They don't care about me. ,2020-09-03 10:46:02.936000+00:00,2020-09-03 10:46:02.971000+00:00,98.0,2700.0,2700,wear mask responsibility worry others n t care,negative,0.8448960185050964,h
195,I like the hashtag -- freakyfoods. lol,2020-09-03 10:59:00.559000+00:00,2020-09-03 10:59:00.569000+00:00,107.0,2750.0,2750,like hashtag freakyfoods lol,negative,0.9802446365356445,c
196,I think that it is true since there is just too much to keep up with right now,2020-09-03 10:59:01.531000+00:00,2020-09-03 10:59:01.538000+00:00,102.0,2580.0,2580,think true since much keep right,positive,0.5206810235977173,f
197,It boggles my mind how irresponsible people are. They need to do more to get things under control.,2020-09-03 10:59:50.342000+00:00,2020-09-03 10:59:51.429000+00:00,102.0,2702.0,2702,boggles mind irresponsible people need get things control,negative,0.9905449748039246,f
203,People are out of control. The government needs to do more to enforce the laws so that we can all stay safe!,2020-09-03 11:00:57.421000+00:00,2020-09-03 11:00:57.430000+00:00,98.0,2702.0,2702,people control government needs enforce laws stay safe,negative,0.9136791229248047,h
204,I would also want the option to choose. Let the people decide!,2020-09-03 11:05:27.614000+00:00,2020-09-03 11:05:27.624000+00:00,106.0,2702.0,2702,would also want option choose let people decide,negative,0.8755900859832764,g
205,I couldn't agree more. How can we possibly help anyone else when we can't get our own act together?,2020-09-03 11:09:00.936000+00:00,2020-09-03 11:09:00.948000+00:00,111.0,2702.0,2702,could n t agree possibly help anyone else ca n t get act together,positive,0.5839386582374573,h
206,"So true. The ecosystem is a delicate balance. Without the animals, we are all screwed!",2020-09-03 11:10:26.332000+00:00,2020-09-03 11:10:26.342000+00:00,128.0,2702.0,2702,true ecosystem delicate balance without animals screwed,positive,0.9489148259162903,f
207,I agree Alison. Before COVID I held the opposite opinion but we need to focus on what is best for our country to get back on track.,2020-09-03 11:11:05.278000+00:00,2020-09-03 11:11:05.287000+00:00,111.0,2750.0,2750,agree alison covid held opposite opinion need focus best country get back track,negative,0.5147550702095032,h
208,They definitely are not doing enough. Look at the mass gatherings taking place all over the country. People think this whole thing is a joke!,2020-09-03 11:12:00.954000+00:00,2020-09-03 11:12:00.962000+00:00,131.0,2702.0,2702,definitely enough look mass gatherings taking place country people think whole thing joke,negative,0.8836653232574463,h
209,It isn't worth the damage we will cause the planet. What good is growth when the planet you live on is ruined?,2020-09-03 11:13:57.132000+00:00,2020-09-03 11:13:58.596000+00:00,105.0,2702.0,2702,n t worth damage cause planet good growth planet live ruined,positive,0.8688862323760986,d
